Date,Ticker,Close
1786/07/31,TRUSG10M,0.057581
1786/08/31,TRUSG10M,0.057581
1786/09/30,TRUSG10M,0.057581
1786/10/31,TRUSG10M,0.057581
1786/11/30,TRUSG10M,0.057581
1786/12/31,TRUSG10M,0.057581
1787/01/31,TRUSG10M,0.057581
1787/02/28,TRUSG10M,0.055662
1787/03/31,TRUSG10M,0.055662
1787/04/30,TRUSG10M,0.055662
1787/05/31,TRUSG10M,0.055662
1787/06/30,TRUSG10M,0.055662
1787/07/31,TRUSG10M,0.055662
1787/08/31,TRUSG10M,0.055662
1787/09/30,TRUSG10M,0.055662
1787/10/31,TRUSG10M,0.055662
1787/11/30,TRUSG10M,0.055662
1787/12/31,TRUSG10M,0.055662
1788/01/31,TRUSG10M,0.055662
1788/02/29,TRUSG10M,0.055662
1788/03/31,TRUSG10M,0.037428
1788/04/30,TRUSG10M,0.040307
1788/05/31,TRUSG10M,0.040307
1788/06/30,TRUSG10M,0.040307
1788/07/31,TRUSG10M,0.040307
1788/08/31,TRUSG10M,0.040307
1788/09/30,TRUSG10M,0.040307
1788/10/31,TRUSG10M,0.040307
1788/11/30,TRUSG10M,0.040307
1788/12/31,TRUSG10M,0.040307
1789/01/31,TRUSG10M,0.040952
1789/02/28,TRUSG10M,0.040952
1789/03/31,TRUSG10M,0.040952
1789/04/30,TRUSG10M,0.044146
1789/05/31,TRUSG10M,0.046065
1789/06/30,TRUSG10M,0.046065
1789/07/31,TRUSG10M,0.046065
1789/08/31,TRUSG10M,0.046065
1789/09/30,TRUSG10M,0.057581
1789/10/31,TRUSG10M,0.063984
1789/11/30,TRUSG10M,0.067178
1789/12/31,TRUSG10M,0.076775
1790/01/31,TRUSG10M,0.076775
1790/02/28,TRUSG10M,0.074856
1790/03/31,TRUSG10M,0.069098
1790/04/30,TRUSG10M,0.072936
1790/05/31,TRUSG10M,0.080614
1790/06/30,TRUSG10M,0.080614
1790/07/31,TRUSG10M,0.084453
1790/08/31,TRUSG10M,0.086372
1790/09/30,TRUSG10M,0.095969
1790/10/31,TRUSG10M,0.076775
1790/11/30,TRUSG10M,0.078533
1790/12/31,TRUSG10M,0.107692
1791/01/31,TRUSG10M,0.096923
1791/02/28,TRUSG10M,0.096923
1791/03/31,TRUSG10M,0.098566
1791/04/30,TRUSG10M,0.101763
1791/05/31,TRUSG10M,0.101763
1791/06/30,TRUSG10M,0.106549
1791/07/31,TRUSG10M,0.137136
1791/08/31,TRUSG10M,0.136202
1791/09/30,TRUSG10M,0.135178
1791/10/31,TRUSG10M,0.140810
1791/11/30,TRUSG10M,0.144572
1791/12/31,TRUSG10M,0.150957
1792/01/31,TRUSG10M,0.172786
1792/02/29,TRUSG10M,0.162828
1792/03/31,TRUSG10M,0.140060
1792/04/30,TRUSG10M,0.134532
1792/05/31,TRUSG10M,0.151822
1792/06/30,TRUSG10M,0.149807
1792/07/31,TRUSG10M,0.145916
1792/08/31,TRUSG10M,0.151753
1792/09/30,TRUSG10M,0.153519
1792/10/31,TRUSG10M,0.150188
1792/11/30,TRUSG10M,0.146630
1792/12/31,TRUSG10M,0.135805
1793/01/31,TRUSG10M,0.139586
1793/02/28,TRUSG10M,0.129623
1793/03/31,TRUSG10M,0.124629
1793/04/30,TRUSG10M,0.123424
1793/05/31,TRUSG10M,0.126459
1793/06/30,TRUSG10M,0.123424
1793/07/31,TRUSG10M,0.124253
1793/08/31,TRUSG10M,0.124245
1793/09/30,TRUSG10M,0.129232
1793/10/31,TRUSG10M,0.133401
1793/11/30,TRUSG10M,0.134443
1793/12/31,TRUSG10M,0.126968
1794/01/31,TRUSG10M,0.129084
1794/02/28,TRUSG10M,0.126968
1794/03/31,TRUSG10M,0.122555
1794/04/30,TRUSG10M,0.119329
1794/05/31,TRUSG10M,0.122555
1794/06/30,TRUSG10M,0.130969
1794/07/31,TRUSG10M,0.141892
1794/08/31,TRUSG10M,0.144066
1794/09/30,TRUSG10M,0.147149
1794/10/31,TRUSG10M,0.149362
1794/11/30,TRUSG10M,0.156000
1794/12/31,TRUSG10M,0.148062
1795/01/31,TRUSG10M,0.150296
1795/02/28,TRUSG10M,0.158157
1795/03/31,TRUSG10M,0.146645
1795/04/30,TRUSG10M,0.164269
1795/05/31,TRUSG10M,0.160286
1795/06/30,TRUSG10M,0.161432
1795/07/31,TRUSG10M,0.160050
1795/08/31,TRUSG10M,0.151982
1795/09/30,TRUSG10M,0.151982
1795/10/31,TRUSG10M,0.149404
1795/11/30,TRUSG10M,0.154083
1795/12/31,TRUSG10M,0.144754
1796/01/31,TRUSG10M,0.146886
1796/02/29,TRUSG10M,0.145692
1796/03/31,TRUSG10M,0.149245
1796/04/30,TRUSG10M,0.149015
1796/05/31,TRUSG10M,0.144198
1796/06/30,TRUSG10M,0.144198
1796/07/31,TRUSG10M,0.153714
1796/08/31,TRUSG10M,0.154944
1796/09/30,TRUSG10M,0.153531
1796/10/31,TRUSG10M,0.152283
1796/11/30,TRUSG10M,0.148568
1796/12/31,TRUSG10M,0.141140
1797/01/31,TRUSG10M,0.143404
